Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,source_file,Unnamed: 0,press_alt,ias,hdg,gps_gs,gps_trk,OAT (deg F),Oil Temp (deg F),Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),OIL TEMPERATURE (deg F),RPM,AVG_CHT,CHT_OAT_Ratio,OIL_OAT_Ratio,Fuel Flow Integral,Distance Traveled,Max CHT,Engine Run,Flight ID,efficiency
1.06,1.0,8.0,2026-02-14 00:03:49,37.08159,-121.59959,355.0,0.0,248.3,-12.6,,,,,0.0,10.9,-1.2,51.9,0.0,151.0,-0.0,-0.02,1.0,,-39.0,17.0,0.0,30.11,387.0,,,326.0,,110.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,36.2,0.0,0.0,-0.6,1.3,0.5,,,,,16.0,17.0,16.0,17.0,16.0,17.0,16.0,17.0,,,-17.0,254.5,,0.0,-7.0,4.998,,,0.654,0.791,0.0,54.2,,,,,,2026-02-14-N890GF-SN35347-17.4.0.23677-2ND_TAXI-USER_LOG_DATA.csv,,,,,,,62.6,,,,,,60.8,62.6,60.8,62.6,60.8,62.6,60.8,62.6,,,129.56,0.0,60.8,0.9712460063897763,,0.0,0.0,341.6,True,2026-02-14 00:03:49 - Flight 22,
2.06,1.0,8.0,2026-02-14 00:03:50,37.08159,-121.59959,329.0,0.0,248.3,-12.6,,,,,0.0,10.9,-1.1,51.9,0.0,150.0,-0.0,-0.02,1.0,,-32.0,17.0,0.0,30.11,387.0,,,326.0,,110.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,36.2,0.0,0.0,-0.6,1.3,0.5,,,,,16.0,17.0,16.0,17.0,16.0,17.0,16.0,17.0,,,-17.0,254.5,,0.0,-7.0,4.998,,,0.654,0.79,0.0,14.8,,,,,,2026-02-14-N890GF-SN35347-17.4.0.23677-2ND_TAXI-USER_LOG_DATA.csv,,,,,,,62.6,,,,,,60.8,62.6,60.8,62.6,60.8,62.6,60.8,62.6,,,58.64,0.0,60.8,0.9712460063897763,,0.0,0.0,341.6,True,2026-02-14 00:03:49 - Flight 22,
3.06,1.0,8.0,2026-02-14 00:03:51,37.08159,-121.59959,329.0,0.0,248.3,-12.6,,,,,0.0,10.9,-1.2,51.9,0.0,149.0,-0.0,-0.02,1.0,,-52.0,17.0,0.0,30.11,385.0,,,326.0,,110.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,,36.2,0.0,0.0,-0.6,1.3,0.5,,,,,16.0,17.0,16.0,17.0,16.0,17.0,16.0,17.0,,,-17.0,254.5,,0.0,-7.0,4.998,,,0.654,0.791,0.0,14.8,,,,,,2026-02-14-N890GF-SN35347-17.4.0.23677-2ND_TAXI-USER_LOG_DATA.csv,,,,,,,62.6,,,,,,60.8,62.6,60.8,62.6,60.8,62.6,60.8,62.6,,,58.64,0.0,60.8,0.9712460063897763,,0.0,0.0,341.6,True,2026-02-14 00:03:49 - Flight 22,
4.06,1.0,8.0,2026-02-14 00:03:52,37.08159,-121.59959,328.0,0.0,248.3,-12.6,,,,,0.0,10.9,-1.1,52.0,0.0,147.0,0.0,-0.02,1.0,,-74.0,17.0,0.0,30.11,385.0,,,326.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,15.0,0.0,0.0,30.2,0.0,,0.0,0.0,,,36.2,0.0,0.0,-0.6,1.3,0.5,,,,,16.0,17.0,16.0,17.0,16.0,17.0,16.0,17.0,,,-17.0,254.5,,0.0,-7.0,4.998,,,0.654,0.79,0.0,14.8,,,,,,2026-02-14-N890GF-SN35347-17.4.0.23677-2ND_TAXI-USER_LOG_DATA.csv,,,,,,,62.6,59.0,,,,,60.8,62.6,60.8,62.6,60.8,62.6,60.8,62.6,,,58.64,0.0,60.8,0.9712460063897763,0.9424920127795527,0.0,0.0,341.6,True,2026-02-14 00:03:49 - Flight 22,
5.06,1.0,8.0,2026-02-14 00:03:53,37.08159,-121.59959,327.0,0.0,248.3,-12.6,,,,,0.0,10.9,-1.2,52.0,0.0,145.0,0.0,-0.02,1.0,,-84.0,17.0,0.0,30.11,385.0,,,326.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,15.0,0.0,0.0,30.2,0.0,,0.0,0.0,,,36.2,0.0,0.0,-0.6,1.3,0.5,,,,,16.0,17.0,16.0,17.0,16.0,17.0,16.0,17.0,,,-17.0,254.5,,0.0,-7.0,4.998,,,0.654,0.79,0.0,14.8,,,,,,2026-02-14-N890GF-SN35347-17.4.0.23677-2ND_TAXI-USER_LOG_DATA.csv,,,,,,,62.6,59.0,,,,,60.8,62.6,60.8,62.6,60.8,62.6,60.8,62.6,,,58.64,0.0,60.8,0.9712460063897763,0.9424920127795527,0.0,0.0,341.6,True,2026-02-14 00:03:49 - Flight 22,
6.06,1.0,8.0,2026-02-14 00:03:54,37.08158,-121.59959,326.0,0.0,248.3,-12.6,,,,,0.0,10.9,-1.2,52.0,0.0,145.0,0.0,-0.02,1.0,,-65.0,17.0,0.0,30.11,380.0,,,326.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,15.0,0.0,0.0,30.2,0.0,,0.0,0.0,,,36.2,0.0,0.0,-0.6,1.3,0.5,,,,,16.0,17.0,16.0,17.0,16.0,17.0,16.0,17.0,,,-17.0,254.5,,0.0,-7.0,4.998,,,0.654,0.79,0.0,14.8,,,,,,2026-02-14-N890GF-SN35347-17.4.0.23677-2ND_TAXI-USER_LOG_DATA.csv,,,,,,,62.6,59.0,,,,,60.8,62.6,60.8,62.6,60.8,62.6,60.8,62.6,,,58.64,0.0,60.8,0.9712460063897763,0.9424920127795527,0.0,0.0,341.6,True,2026-02-14 00:03:49 - Flight 22,
7.06,1.0,8.0,2026-02-14 00:03:55,37.08158,-121.59959,325.0,0.0,248.3,-12.6,,,,,0.0,10.9,-1.2,51.9,0.0,144.0,-0.0,-0.02,1.0,,-66.0,17.0,0.0,30.11,380.0,,,326.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,15.0,0.0,0.0,30.2,0.0,,0.0,0.0,,,36.2,0.0,0.0,-0.6,1.3,0.5,,,,,16.0,17.0,16.0,17.0,16.0,17.0,16.0,17.0,,,-17.0,254.5,,0.0,-7.0,4.998,,,0.654,0.79,0.0,14.8,,,,,,2026-02-14-N890GF-SN35347-17.4.0.23677-2ND_TAXI-USER_LOG_DATA.csv,,,,,,,62.6,59.0,,,,,60.8,62.6,60.8,62.6,60.8,62.6,60.8,62.6,,,58.64,0.0,60.8,0.9712460063897763,0.9424920127795527,0.0,0.0,341.6,True,2026-02-14 00:03:49 - Flight 22,
8.06,1.0,8.0,2026-02-14 00:03:56,37.08158,-121.59959,325.0,0.0,248.3,-12.6,,,,,0.0,10.9,-1.2,51.9,0.0,144.0,-0.0,-0.02,1.0,,-44.0,17.0,0.0,30.11,380.0,,,326.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,15.0,0.0,0.0,30.2,0.0,,0.0,0.0,,,36.2,0.0,0.0,-0.6,1.3,0.5,,,,,16.0,17.0,16.0,17.0,16.0,17.0,16.0,17.0,,,-17.0,254.5,,0.0,-7.0,4.998,,,0.654,0.791,0.0,14.8,,,,,,2026-02-14-N890GF-SN35347-17.4.0.23677-2ND_TAXI-USER_LOG_DATA.csv,,,,,,,62.6,59.0,,,,,60.8,62.6,60.8,62.6,60.8,62.6,60.8,62.6,,,58.64,0.0,60.8,0.9712460063897763,0.9424920127795527,0.0,0.0,341.6,True,2026-02-14 00:03:49 - Flight 22,
9.06,1.0,8.0,2026-02-14 00:03:57,37.08158,-121.59959,324.0,0.0,248.3,-12.6,,,,,0.0,10.9,-1.2,51.9,0.0,144.0,0.0,-0.02,1.0,,-18.0,17.0,0.0,30.11,378.0,,,326.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,15.0,0.0,0.0,30.2,0.0,,0.0,0.0,,,36.2,0.0,0.0,-0.6,1.3,0.5,,,,,16.0,17.0,16.0,17.0,16.0,17.0,16.0,17.0,,,-17.0,254.5,,0.0,-7.0,4.998,,,0.654,0.79,0.0,14.8,,,,,,2026-02-14-N890GF-SN35347-17.4.0.23677-2ND_TAXI-USER_LOG_DATA.csv,,,,,,,62.6,59.0,,,,,60.8,62.6,60.8,62.6,60.8,62.6,60.8,62.6,,,58.64,0.0,60.8,0.9712460063897763,0.9424920127795527,0.0,0.0,341.6,True,2026-02-14 00:03:49 - Flight 22,
10.06,1.0,8.0,2026-02-14 00:03:58,37.08158,-121.59959,324.0,0.0,248.3,-12.6,,,,,0.0,10.9,-1.2,51.9,0.0,144.0,-0.0,-0.02,1.0,,-32.0,17.0,0.0,30.11,378.0,,,326.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,15.0,0.0,0.0,30.2,0.0,,0.0,0.0,,,36.2,0.0,0.0,-0.6,1.3,0.5,,,,,16.0,17.0,16.0,17.0,16.0,17.0,16.0,17.0,,,-17.0,254.5,,0.0,-7.0,4.998,,,0.654,0.79,0.0,14.8,,,,,,2026-02-14-N890GF-SN35347-17.4.0.23677-2ND_TAXI-USER_LOG_DATA.csv,,,,,,,62.6,59.0,,,,,60.8,62.6,60.8,62.6,60.8,62.6,60.8,62.6,,,58.64,0.0,60.8,0.9712460063897763,0.9424920127795527,0.0,0.0,341.6,True,2026-02-14 00:03:49 - Flight 22,
