Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,RPM,Fuel Flow Integral,Max CHT,Engine Run,Flight ID
4.06,1,8,2026-02-20 23:42:49,37.08155,-121.59954,358.0,0.0,160.9,-12.6,0.0,0.0,0.0,0.0,0.0,11.0,-0.9,59.0,0.0,182.0,-0.0,-0.02,+1.0,0.0,-112.0,14.0,0.0,30.11,91.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,-0.2,1.6,0.7,0.0,0.0,0.0,0.0,53.6,53.6,53.6,53.6,53.6,53.6,53.6,55.4,0.0,0.0,13.0,254.5,0.0,0.0,-10.0,4.998,0.0,0.0,0.663,0.792,0.0,11.5,0.0,0.0,0.0,0,0.0,0.0,0.0,420.8,True,2026-02-20 23:42:49 - Flight 1
5.06,1,8,2026-02-20 23:42:49,37.08155,-121.59955,331.0,0.0,160.9,-12.6,0.0,0.0,0.0,0.0,0.0,11.0,-1.0,58.9,0.0,180.0,-0.1,-0.02,+1.0,0.0,-115.0,14.0,0.0,30.11,91.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,-0.2,1.6,0.7,0.0,0.0,0.0,0.0,53.6,53.6,53.6,53.6,53.6,53.6,53.6,55.4,0.0,0.0,13.0,254.5,0.0,0.0,-10.0,4.998,0.0,0.0,0.663,0.792,0.0,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0,420.8,True,2026-02-20 23:42:49 - Flight 1
6.06,1,8,2026-02-20 23:42:50,37.08155,-121.59955,333.0,0.0,160.9,-12.6,0.0,0.0,0.0,0.0,0.0,11.0,-1.0,58.9,0.0,178.0,-0.0,-0.02,+1.0,0.0,-121.0,14.0,0.0,30.11,91.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,-0.2,1.6,0.7,0.0,0.0,0.0,0.0,53.6,53.6,53.6,53.6,53.6,53.6,53.6,55.4,0.0,0.0,13.0,254.5,0.0,0.0,-10.0,4.998,0.0,0.0,0.663,0.792,0.0,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0,420.8,True,2026-02-20 23:42:49 - Flight 1
7.06,1,8,2026-02-20 23:42:51,37.08155,-121.59955,333.0,0.0,160.9,-12.6,0.0,0.0,0.0,0.0,0.0,11.1,-0.9,59.0,0.0,176.0,0.0,-0.02,+1.0,0.0,-122.0,14.0,0.0,30.11,89.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,-0.2,1.6,0.7,0.0,0.0,0.0,0.0,53.6,53.6,53.6,53.6,53.6,53.6,53.6,55.4,0.0,0.0,13.0,254.5,0.0,0.0,-10.0,4.998,0.0,0.0,0.663,0.792,0.0,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0,420.8,True,2026-02-20 23:42:49 - Flight 1
8.06,1,8,2026-02-20 23:42:52,37.08155,-121.59955,334.0,0.0,160.9,-12.6,0.0,0.0,0.0,0.0,0.0,11.1,-0.9,59.0,0.0,176.0,-0.0,-0.02,+1.0,0.0,-87.0,14.0,0.0,30.11,89.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,-0.2,1.6,0.7,0.0,0.0,0.0,0.0,53.6,53.6,53.6,53.6,53.6,53.6,53.6,55.4,0.0,0.0,13.0,254.5,0.0,0.0,-10.0,4.998,0.0,0.0,0.663,0.792,0.0,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0,420.8,True,2026-02-20 23:42:49 - Flight 1
9.06,1,8,2026-02-20 23:42:53,37.08155,-121.59955,334.0,0.0,160.9,-12.6,0.0,0.0,0.0,0.0,0.0,11.1,-0.9,59.0,0.0,174.0,-0.0,-0.02,+1.0,0.0,-82.0,14.0,0.0,30.11,87.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,-0.2,1.6,0.7,0.0,0.0,0.0,0.0,53.6,53.6,53.6,53.6,53.6,53.6,53.6,55.4,0.0,0.0,13.0,254.5,0.0,0.0,-10.0,4.998,0.0,0.0,0.663,0.792,0.0,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0,420.8,True,2026-02-20 23:42:49 - Flight 1
10.06,1,8,2026-02-20 23:42:54,37.08155,-121.59955,334.0,0.0,160.9,-12.6,0.0,0.0,0.0,0.0,0.0,11.0,-0.9,59.0,0.0,174.0,-0.0,-0.02,+1.0,0.0,-45.0,14.0,0.0,30.11,87.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,-0.2,1.6,0.7,0.0,0.0,0.0,0.0,53.6,53.6,53.6,53.6,53.6,53.6,53.6,55.4,0.0,0.0,13.0,254.5,0.0,0.0,-10.0,4.998,0.0,0.0,0.663,0.792,0.0,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0,420.8,True,2026-02-20 23:42:49 - Flight 1
11.06,1,8,2026-02-20 23:42:55,37.08155,-121.59955,334.0,0.0,160.9,-12.6,0.0,0.0,0.0,0.0,0.0,11.0,-0.9,58.9,0.0,174.0,-0.0,-0.02,+1.0,0.0,-21.0,14.0,0.0,30.11,87.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,-0.2,1.6,0.7,0.0,0.0,0.0,0.0,53.6,53.6,53.6,53.6,53.6,53.6,53.6,55.4,0.0,0.0,13.0,254.5,0.0,0.0,-10.0,4.998,0.0,0.0,0.663,0.792,0.0,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0,420.8,True,2026-02-20 23:42:49 - Flight 1
12.06,1,8,2026-02-20 23:42:56,37.08155,-121.59956,334.0,0.0,160.9,-12.6,0.0,0.0,0.0,0.0,0.0,11.1,-0.9,58.9,0.0,172.0,-0.0,-0.02,+1.0,0.0,-42.0,14.0,0.0,30.11,86.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,-0.2,1.6,0.7,0.0,0.0,0.0,0.0,53.6,53.6,53.6,53.6,53.6,53.6,53.6,55.4,0.0,0.0,13.0,254.5,0.0,0.0,-10.0,4.998,0.0,0.0,0.663,0.792,0.0,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0,420.8,True,2026-02-20 23:42:49 - Flight 1
13.06,1,8,2026-02-20 23:42:57,37.08155,-121.59956,334.0,0.0,160.9,-12.6,0.0,0.0,0.0,0.0,0.0,11.1,-0.9,58.9,0.0,170.0,-0.0,-0.02,+1.0,0.0,-65.0,14.0,0.0,30.11,86.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,-0.2,1.6,0.7,0.0,0.0,0.0,0.0,53.6,53.6,53.6,53.6,53.6,53.6,53.6,55.4,0.0,0.0,13.0,254.5,0.0,0.0,-10.0,4.998,0.0,0.0,0.663,0.792,0.0,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0,420.8,True,2026-02-20 23:42:49 - Flight 1
14.06,1,8,2026-02-20 23:42:58,37.08155,-121.59956,334.0,0.0,160.9,-12.6,0.0,0.0,0.0,0.0,0.0,11.1,-0.9,58.9,0.0,169.0,-0.0,-0.02,+1.0,0.0,-78.0,14.0,0.0,30.11,86.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,-0.2,1.6,0.7,0.0,0.0,0.0,0.0,53.6,53.6,53.6,53.6,53.6,53.6,53.6,53.6,0.0,0.0,13.0,254.5,0.0,0.0,-10.0,4.998,0.0,0.0,0.663,0.792,0.0,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0,420.8,True,2026-02-20 23:42:49 - Flight 1
15.06,1,8,2026-02-20 23:42:59,37.08155,-121.59956,333.0,0.0,160.9,-12.6,0.0,0.0,0.0,0.0,0.0,11.1,-0.9,58.9,0.0,168.0,-0.0,-0.02,+1.0,0.0,-72.0,14.0,0.0,30.11,80.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,-0.2,1.6,0.7,0.0,0.0,0.0,0.0,53.6,53.6,53.6,53.6,53.6,53.6,53.6,55.4,0.0,0.0,13.0,254.5,0.0,0.0,-10.0,4.998,0.0,0.0,0.663,0.792,0.0,11.4,0.0,0.0,0.0,0,0.0,0.0,0.0,420.8,True,2026-02-20 23:42:49 - Flight 1
